,GalaxyID,Class1.1,Class1.2,Class1.3
52,101997.0,0.0,1.0,0.0
53,102000.0,1.0,0.0,0.0
54,102021.0,0.0,1.0,0.0
55,102040.0,0.0,1.0,0.0
56,102046.0,0.0,1.0,0.0
57,102176.0,0.0,1.0,0.0
58,102182.0,1.0,0.0,0.0
59,102243.0,0.0,1.0,0.0
60,102260.0,1.0,0.0,0.0
61,102402.0,0.0,1.0,0.0
62,102406.0,0.0,1.0,0.0
63,102407.0,0.0,1.0,0.0
64,102422.0,0.0,1.0,0.0
65,102433.0,0.0,1.0,0.0
66,102474.0,0.0,1.0,0.0
67,102513.0,1.0,0.0,0.0
68,102595.0,0.0,1.0,0.0
69,102602.0,1.0,0.0,0.0
70,102735.0,0.0,1.0,0.0
71,102765.0,0.0,1.0,0.0
72,102804.0,1.0,0.0,0.0
73,102874.0,0.0,1.0,0.0
74,102928.0,1.0,0.0,0.0
75,102933.0,1.0,0.0,0.0
76,102964.0,0.0,1.0,0.0
77,102974.0,0.0,1.0,0.0
78,102977.0,1.0,0.0,0.0
79,102982.0,0.0,1.0,0.0
80,102990.0,0.0,1.0,0.0
81,103037.0,0.0,1.0,0.0
82,103040.0,0.0,1.0,0.0
83,103075.0,0.0,1.0,0.0
84,103260.0,1.0,0.0,0.0
85,103318.0,0.0,1.0,0.0
86,103348.0,1.0,0.0,0.0
87,103354.0,1.0,0.0,0.0
88,103356.0,0.0,1.0,0.0
89,103491.0,0.0,1.0,0.0
90,103533.0,0.0,1.0,0.0
91,103547.0,0.0,1.0,0.0
92,103561.0,0.0,1.0,0.0
93,103707.0,1.0,0.0,0.0
94,103718.0,1.0,0.0,0.0
95,103750.0,0.0,1.0,0.0
96,103769.0,0.0,1.0,0.0
97,103787.0,0.0,1.0,0.0
98,103818.0,0.0,1.0,0.0
99,103819.0,1.0,0.0,0.0
100,103902.0,1.0,0.0,0.0
101,103950.0,0.0,1.0,0.0
102,103974.0,0.0,1.0,0.0
103,103979.0,0.0,1.0,0.0
104,103999.0,0.0,1.0,0.0
105,104001.0,0.0,1.0,0.0
106,104008.0,0.0,1.0,0.0
107,104020.0,0.0,1.0,0.0
108,104040.0,0.0,1.0,0.0
109,104096.0,1.0,0.0,0.0
110,104143.0,1.0,0.0,0.0
111,104159.0,1.0,0.0,0.0
112,104173.0,1.0,0.0,0.0
113,104196.0,1.0,0.0,0.0
114,104234.0,0.0,1.0,0.0
115,104268.0,0.0,1.0,0.0
116,104310.0,0.0,1.0,0.0
117,104317.0,0.0,1.0,0.0
118,104365.0,0.0,1.0,0.0
119,104389.0,0.0,1.0,0.0
120,104398.0,0.0,1.0,0.0
121,104420.0,0.0,1.0,0.0
122,104422.0,1.0,0.0,0.0
123,104478.0,0.0,1.0,0.0
124,104536.0,0.0,1.0,0.0
125,104608.0,0.0,1.0,0.0
126,104610.0,0.0,1.0,0.0
127,104611.0,1.0,0.0,0.0
128,104612.0,1.0,0.0,0.0
129,104703.0,1.0,0.0,0.0
130,104721.0,0.0,1.0,0.0
131,104723.0,0.0,1.0,0.0
132,104784.0,0.0,1.0,0.0
133,104934.0,0.0,1.0,0.0
134,104962.0,0.0,1.0,0.0
135,104988.0,1.0,0.0,0.0
136,105009.0,0.0,1.0,0.0
137,105014.0,0.0,1.0,0.0
138,105020.0,1.0,0.0,0.0
139,105028.0,0.0,1.0,0.0
140,105069.0,0.0,1.0,0.0
141,105088.0,1.0,0.0,0.0
142,105165.0,1.0,0.0,0.0
143,105218.0,0.0,1.0,0.0
144,105314.0,0.0,1.0,0.0
145,105365.0,0.0,1.0,0.0
146,105381.0,0.0,1.0,0.0
147,105447.0,1.0,0.0,0.0
148,105459.0,1.0,0.0,0.0
149,105497.0,0.0,1.0,0.0
150,105500.0,0.0,1.0,0.0
151,105507.0,1.0,0.0,0.0
152,105513.0,0.0,1.0,0.0
153,105572.0,0.0,1.0,0.0
154,105613.0,0.0,1.0,0.0
155,105631.0,0.0,1.0,0.0
156,105700.0,0.0,1.0,0.0
157,105755.0,1.0,0.0,0.0
158,105774.0,0.0,1.0,0.0
159,105797.0,1.0,0.0,0.0
160,105870.0,1.0,0.0,0.0
161,105902.0,0.0,1.0,0.0
162,105925.0,0.0,1.0,0.0
163,105940.0,0.0,1.0,0.0
164,105983.0,0.0,1.0,0.0
165,106028.0,1.0,0.0,0.0
166,106040.0,1.0,0.0,0.0
167,106079.0,0.0,1.0,0.0
168,106170.0,1.0,0.0,0.0
169,106176.0,0.0,1.0,0.0
170,106199.0,0.0,1.0,0.0
171,106298.0,0.0,1.0,0.0
172,106390.0,0.0,1.0,0.0
173,106621.0,0.0,1.0,0.0
174,106652.0,1.0,0.0,0.0
175,106664.0,0.0,1.0,0.0
176,106773.0,1.0,0.0,0.0
177,106777.0,0.0,1.0,0.0
178,106784.0,0.0,1.0,0.0
179,106788.0,0.0,1.0,0.0
180,106800.0,1.0,0.0,0.0
181,106896.0,1.0,0.0,0.0
182,106944.0,0.0,1.0,0.0
183,107012.0,0.0,1.0,0.0
184,107084.0,0.0,1.0,0.0
185,107117.0,0.0,1.0,0.0
186,107143.0,1.0,0.0,0.0
187,107159.0,0.0,1.0,0.0
188,107197.0,0.0,1.0,0.0
189,107202.0,0.0,1.0,0.0
190,107229.0,0.0,1.0,0.0
191,107268.0,0.0,1.0,0.0
192,107272.0,1.0,0.0,0.0
193,107298.0,1.0,0.0,0.0
194,107314.0,0.0,1.0,0.0
195,107355.0,0.0,1.0,0.0
196,107379.0,0.0,1.0,0.0
197,107394.0,1.0,0.0,0.0
198,107435.0,1.0,0.0,0.0
199,107454.0,0.0,1.0,0.0
200,107461.0,1.0,0.0,0.0
201,107517.0,0.0,1.0,0.0
202,107524.0,0.0,1.0,0.0
203,107553.0,1.0,0.0,0.0
204,107555.0,0.0,1.0,0.0
205,107573.0,1.0,0.0,0.0
206,107583.0,0.0,1.0,0.0
207,107597.0,0.0,1.0,0.0
208,107606.0,0.0,1.0,0.0
209,107613.0,0.0,1.0,0.0
210,107616.0,0.0,1.0,0.0
211,107619.0,1.0,0.0,0.0
212,107627.0,0.0,1.0,0.0
213,107629.0,0.0,1.0,0.0
214,107709.0,0.0,1.0,0.0
215,107745.0,0.0,1.0,0.0
216,107747.0,0.0,1.0,0.0
217,107810.0,0.0,1.0,0.0
218,107828.0,1.0,0.0,0.0
219,107849.0,1.0,0.0,0.0
220,107859.0,0.0,1.0,0.0
221,107888.0,1.0,0.0,0.0
222,107943.0,0.0,1.0,0.0
223,107961.0,1.0,0.0,0.0
224,107967.0,1.0,0.0,0.0
225,107972.0,0.0,1.0,0.0
226,107975.0,1.0,0.0,0.0
227,108012.0,0.0,1.0,0.0
228,108038.0,0.0,1.0,0.0
229,108146.0,1.0,0.0,0.0
230,108195.0,1.0,0.0,0.0
231,108251.0,0.0,1.0,0.0
232,108272.0,0.0,1.0,0.0
233,108326.0,0.0,1.0,0.0
234,108574.0,0.0,1.0,0.0
235,108580.0,1.0,0.0,0.0
236,108608.0,0.0,1.0,0.0
237,108624.0,1.0,0.0,0.0
238,108645.0,1.0,0.0,0.0
239,108672.0,1.0,0.0,0.0
240,108692.0,1.0,0.0,0.0
241,108715.0,1.0,0.0,0.0
242,108717.0,1.0,0.0,0.0
243,108742.0,0.0,1.0,0.0
244,108772.0,0.0,1.0,0.0
245,108928.0,1.0,0.0,0.0
246,108929.0,0.0,1.0,0.0
247,108961.0,0.0,1.0,0.0
248,108994.0,1.0,0.0,0.0
249,109011.0,0.0,1.0,0.0
250,109033.0,1.0,0.0,0.0
251,109096.0,0.0,1.0,0.0
252,109132.0,0.0,1.0,0.0
253,109155.0,1.0,0.0,0.0
254,109215.0,1.0,0.0,0.0
255,109266.0,0.0,1.0,0.0
256,109282.0,1.0,0.0,0.0
257,109333.0,0.0,1.0,0.0
258,109366.0,0.0,1.0,0.0
259,109380.0,0.0,1.0,0.0
260,109402.0,1.0,0.0,0.0
261,109404.0,1.0,0.0,0.0
262,109568.0,0.0,1.0,0.0
263,109688.0,0.0,1.0,0.0
264,109718.0,0.0,1.0,0.0
265,109744.0,0.0,1.0,0.0
266,109750.0,1.0,0.0,0.0
267,109780.0,0.0,1.0,0.0
268,109868.0,0.0,1.0,0.0
269,110121.0,1.0,0.0,0.0
270,110139.0,1.0,0.0,0.0
271,110195.0,1.0,0.0,0.0
272,110217.0,0.0,1.0,0.0
273,110285.0,0.0,1.0,0.0
274,110306.0,1.0,0.0,0.0
275,110313.0,1.0,0.0,0.0
276,110339.0,0.0,1.0,0.0
277,110375.0,0.0,1.0,0.0
278,110384.0,0.0,1.0,0.0
279,110404.0,0.0,1.0,0.0
280,110411.0,1.0,0.0,0.0
281,110429.0,0.0,1.0,0.0
282,110466.0,0.0,1.0,0.0
283,110480.0,1.0,0.0,0.0
284,110521.0,0.0,1.0,0.0
285,110528.0,0.0,1.0,0.0
286,110566.0,0.0,1.0,0.0
287,110596.0,0.0,1.0,0.0
288,110633.0,0.0,1.0,0.0
289,110636.0,1.0,0.0,0.0
290,110713.0,0.0,1.0,0.0
291,110763.0,0.0,1.0,0.0
292,110805.0,1.0,0.0,0.0
293,110808.0,0.0,1.0,0.0
294,110821.0,1.0,0.0,0.0
295,110844.0,0.0,1.0,0.0
296,110858.0,1.0,0.0,0.0
297,110887.0,0.0,1.0,0.0
298,110966.0,0.0,1.0,0.0
299,111141.0,0.0,1.0,0.0
300,111274.0,1.0,0.0,0.0
301,111428.0,1.0,0.0,0.0
302,111484.0,0.0,1.0,0.0
303,111491.0,0.0,1.0,0.0
304,111514.0,0.0,1.0,0.0
305,111534.0,0.0,1.0,0.0
306,111552.0,0.0,1.0,0.0
307,111553.0,0.0,1.0,0.0
308,111615.0,0.0,1.0,0.0
309,111622.0,0.0,1.0,0.0
310,111658.0,0.0,1.0,0.0
311,111681.0,1.0,0.0,0.0
312,111791.0,0.0,1.0,0.0
313,111792.0,0.0,1.0,0.0
314,111799.0,0.0,1.0,0.0
315,111834.0,0.0,1.0,0.0
316,111882.0,0.0,1.0,0.0
317,112034.0,0.0,1.0,0.0
318,112072.0,0.0,1.0,0.0
319,112119.0,1.0,0.0,0.0
320,112122.0,0.0,1.0,0.0
321,112125.0,0.0,1.0,0.0
322,112135.0,1.0,0.0,0.0
323,112177.0,0.0,1.0,0.0
324,112196.0,0.0,1.0,0.0
325,112263.0,0.0,1.0,0.0
326,112314.0,0.0,1.0,0.0
327,112345.0,0.0,1.0,0.0
328,112404.0,0.0,1.0,0.0
329,112420.0,0.0,1.0,0.0
330,112438.0,0.0,1.0,0.0
331,112444.0,0.0,1.0,0.0
332,112479.0,0.0,1.0,0.0
333,112512.0,1.0,0.0,0.0
334,112592.0,1.0,0.0,0.0
335,112623.0,0.0,1.0,0.0
336,112628.0,1.0,0.0,0.0
337,112769.0,0.0,1.0,0.0
338,112824.0,0.0,1.0,0.0
339,112835.0,0.0,1.0,0.0
340,112846.0,1.0,0.0,0.0
341,112918.0,1.0,0.0,0.0
342,112997.0,0.0,1.0,0.0
343,113118.0,1.0,0.0,0.0
344,113279.0,1.0,0.0,0.0
345,113284.0,0.0,1.0,0.0
346,113289.0,0.0,1.0,0.0
347,113402.0,0.0,1.0,0.0
348,113420.0,1.0,0.0,0.0
349,113436.0,0.0,1.0,0.0
350,113483.0,1.0,0.0,0.0
351,113510.0,0.0,1.0,0.0
352,113518.0,1.0,0.0,0.0
353,113566.0,1.0,0.0,0.0
354,113608.0,0.0,1.0,0.0
355,113655.0,0.0,1.0,0.0
356,113692.0,0.0,1.0,0.0
357,113746.0,1.0,0.0,0.0
358,113761.0,1.0,0.0,0.0
359,113779.0,0.0,1.0,0.0
360,113828.0,1.0,0.0,0.0
361,113858.0,0.0,1.0,0.0
362,113940.0,0.0,1.0,0.0
363,113951.0,0.0,1.0,0.0
364,113965.0,1.0,0.0,0.0
365,113971.0,0.0,1.0,0.0
366,113987.0,0.0,1.0,0.0
367,113992.0,1.0,0.0,0.0
368,113999.0,1.0,0.0,0.0
369,114029.0,0.0,1.0,0.0
370,114080.0,0.0,1.0,0.0
371,114190.0,1.0,0.0,0.0
372,114191.0,1.0,0.0,0.0
373,114240.0,0.0,1.0,0.0
374,114256.0,0.0,1.0,0.0
375,114294.0,1.0,0.0,0.0
376,114319.0,1.0,0.0,0.0
377,114354.0,0.0,1.0,0.0
378,114435.0,0.0,1.0,0.0
379,114502.0,0.0,1.0,0.0
380,114517.0,0.0,1.0,0.0
381,114550.0,0.0,1.0,0.0
382,114587.0,0.0,1.0,0.0
383,114588.0,1.0,0.0,0.0
384,114602.0,0.0,1.0,0.0
385,114620.0,0.0,1.0,0.0
386,114642.0,0.0,1.0,0.0
387,114650.0,1.0,0.0,0.0
388,114658.0,0.0,1.0,0.0
389,114695.0,1.0,0.0,0.0
390,114696.0,1.0,0.0,0.0
391,114741.0,0.0,1.0,0.0
392,114772.0,0.0,1.0,0.0
393,114815.0,0.0,1.0,0.0
394,114863.0,0.0,1.0,0.0
395,114957.0,0.0,1.0,0.0
396,114965.0,0.0,1.0,0.0
397,114966.0,0.0,1.0,0.0
398,114993.0,1.0,0.0,0.0
399,115051.0,1.0,0.0,0.0
400,115094.0,1.0,0.0,0.0
401,115106.0,0.0,1.0,0.0
402,115109.0,1.0,0.0,0.0
403,115114.0,0.0,1.0,0.0
404,115126.0,0.0,1.0,0.0
405,115143.0,0.0,1.0,0.0
406,115235.0,1.0,0.0,0.0
407,115247.0,0.0,1.0,0.0
408,115314.0,0.0,1.0,0.0
409,115330.0,1.0,0.0,0.0
410,115399.0,0.0,1.0,0.0
411,115402.0,0.0,1.0,0.0
412,115490.0,0.0,1.0,0.0
413,115515.0,0.0,1.0,0.0
414,115541.0,0.0,1.0,0.0
415,115545.0,1.0,0.0,0.0
416,115571.0,0.0,1.0,0.0
417,115587.0,0.0,1.0,0.0
418,115617.0,0.0,1.0,0.0
419,115659.0,0.0,1.0,0.0
420,115675.0,0.0,1.0,0.0
421,115777.0,0.0,1.0,0.0
422,115815.0,0.0,1.0,0.0
423,115824.0,0.0,1.0,0.0
424,115854.0,1.0,0.0,0.0
425,115858.0,0.0,1.0,0.0
426,115883.0,1.0,0.0,0.0
427,115886.0,1.0,0.0,0.0
428,116043.0,0.0,1.0,0.0
429,116045.0,1.0,0.0,0.0
430,116061.0,0.0,1.0,0.0
431,116064.0,0.0,1.0,0.0
432,116118.0,0.0,1.0,0.0
433,116195.0,0.0,1.0,0.0
434,116201.0,0.0,1.0,0.0
435,116210.0,1.0,0.0,0.0
436,116306.0,0.0,1.0,0.0
437,116328.0,0.0,1.0,0.0
438,116435.0,1.0,0.0,0.0
439,116557.0,0.0,1.0,0.0
440,116565.0,1.0,0.0,0.0
441,116638.0,0.0,1.0,0.0
442,116723.0,1.0,0.0,0.0
443,116815.0,0.0,1.0,0.0
444,116844.0,1.0,0.0,0.0
445,116879.0,1.0,0.0,0.0
446,116896.0,0.0,1.0,0.0
447,116927.0,1.0,0.0,0.0
448,116979.0,0.0,1.0,0.0
449,116998.0,0.0,1.0,0.0
450,117045.0,0.0,1.0,0.0
451,117085.0,0.0,1.0,0.0
452,117090.0,1.0,0.0,0.0
453,117100.0,0.0,1.0,0.0
454,117158.0,0.0,1.0,0.0
455,117206.0,0.0,1.0,0.0
456,117240.0,0.0,1.0,0.0
457,117268.0,0.0,1.0,0.0
458,117300.0,0.0,1.0,0.0
459,117319.0,0.0,1.0,0.0
460,117361.0,0.0,1.0,0.0
461,117440.0,0.0,1.0,0.0
462,117492.0,0.0,1.0,0.0
463,117494.0,0.0,1.0,0.0
464,117503.0,0.0,1.0,0.0
465,117510.0,1.0,0.0,0.0
466,117598.0,0.0,1.0,0.0
467,117641.0,0.0,1.0,0.0
468,117674.0,0.0,1.0,0.0
469,117722.0,0.0,1.0,0.0
470,117743.0,0.0,1.0,0.0
471,117813.0,1.0,0.0,0.0
472,117915.0,0.0,1.0,0.0
473,118015.0,1.0,0.0,0.0
474,118044.0,1.0,0.0,0.0
475,118063.0,1.0,0.0,0.0
476,118074.0,1.0,0.0,0.0
477,118119.0,1.0,0.0,0.0
478,118140.0,0.0,1.0,0.0
479,118141.0,1.0,0.0,0.0
480,118150.0,0.0,1.0,0.0
481,118199.0,0.0,1.0,0.0
482,118323.0,0.0,1.0,0.0
483,118337.0,0.0,1.0,0.0
484,118348.0,1.0,0.0,0.0
485,118409.0,0.0,1.0,0.0
486,118539.0,0.0,1.0,0.0
487,118638.0,0.0,1.0,0.0
488,118650.0,0.0,1.0,0.0
489,118712.0,0.0,1.0,0.0
490,118723.0,0.0,1.0,0.0
491,118877.0,0.0,1.0,0.0
492,118935.0,0.0,1.0,0.0
493,118944.0,1.0,0.0,0.0
494,119009.0,0.0,1.0,0.0
495,119014.0,0.0,1.0,0.0
496,119045.0,0.0,1.0,0.0
497,119150.0,0.0,1.0,0.0
498,119240.0,0.0,1.0,0.0
499,119249.0,0.0,1.0,0.0
500,119250.0,0.0,1.0,0.0
501,119262.0,0.0,1.0,0.0
502,119277.0,0.0,1.0,0.0
503,119314.0,1.0,0.0,0.0
504,119321.0,0.0,1.0,0.0
505,119334.0,1.0,0.0,0.0
506,119358.0,0.0,1.0,0.0
507,119366.0,0.0,1.0,0.0
508,119384.0,1.0,0.0,0.0
509,119398.0,1.0,0.0,0.0
510,119454.0,0.0,1.0,0.0
511,119459.0,0.0,1.0,0.0
512,119498.0,0.0,1.0,0.0
513,119573.0,0.0,1.0,0.0
514,119599.0,0.0,1.0,0.0
515,119666.0,1.0,0.0,0.0
516,119675.0,0.0,1.0,0.0
517,119693.0,1.0,0.0,0.0
518,119695.0,0.0,1.0,0.0
519,119718.0,0.0,1.0,0.0
520,119740.0,0.0,1.0,0.0
521,119743.0,0.0,1.0,0.0
522,119766.0,1.0,0.0,0.0
523,119773.0,0.0,1.0,0.0
524,119798.0,1.0,0.0,0.0
525,119816.0,0.0,1.0,0.0
526,119831.0,0.0,1.0,0.0
527,119910.0,0.0,1.0,0.0
528,119967.0,0.0,1.0,0.0
529,119990.0,0.0,1.0,0.0
530,120006.0,1.0,0.0,0.0
531,120036.0,1.0,0.0,0.0
532,120042.0,0.0,1.0,0.0
533,120062.0,1.0,0.0,0.0
534,120107.0,1.0,0.0,0.0
535,120191.0,0.0,1.0,0.0
536,120197.0,0.0,1.0,0.0
537,120228.0,0.0,1.0,0.0
538,120260.0,0.0,1.0,0.0
539,120307.0,0.0,1.0,0.0
540,120314.0,1.0,0.0,0.0
541,120337.0,0.0,1.0,0.0
542,120374.0,0.0,1.0,0.0
543,120383.0,0.0,1.0,0.0
544,120384.0,0.0,1.0,0.0
545,120433.0,0.0,1.0,0.0
546,120438.0,1.0,0.0,0.0
547,120535.0,1.0,0.0,0.0
548,120548.0,0.0,1.0,0.0
549,120566.0,1.0,0.0,0.0
550,120632.0,0.0,1.0,0.0
551,120716.0,0.0,1.0,0.0
552,120763.0,1.0,0.0,0.0
553,120774.0,1.0,0.0,0.0
554,120891.0,1.0,0.0,0.0
555,120925.0,0.0,1.0,0.0
556,120941.0,0.0,1.0,0.0
557,120998.0,0.0,1.0,0.0
558,121006.0,0.0,1.0,0.0
559,121048.0,0.0,1.0,0.0
560,121059.0,1.0,0.0,0.0
561,121067.0,0.0,1.0,0.0
562,121085.0,0.0,1.0,0.0
563,121164.0,0.0,1.0,0.0
564,121190.0,1.0,0.0,0.0
565,121262.0,1.0,0.0,0.0
566,121319.0,0.0,1.0,0.0
567,121346.0,1.0,0.0,0.0
568,121378.0,0.0,1.0,0.0
569,121394.0,0.0,1.0,0.0
570,121459.0,1.0,0.0,0.0
571,121527.0,0.0,1.0,0.0
572,121552.0,0.0,1.0,0.0
573,121558.0,0.0,1.0,0.0
574,121590.0,1.0,0.0,0.0
575,121592.0,1.0,0.0,0.0
576,121621.0,0.0,1.0,0.0
577,121746.0,0.0,1.0,0.0
578,121768.0,0.0,1.0,0.0
579,121774.0,0.0,1.0,0.0
580,121801.0,1.0,0.0,0.0
581,121899.0,1.0,0.0,0.0
582,121902.0,0.0,1.0,0.0
583,121946.0,1.0,0.0,0.0
584,121960.0,1.0,0.0,0.0
585,121973.0,0.0,1.0,0.0
586,122020.0,1.0,0.0,0.0
587,122042.0,0.0,1.0,0.0
588,122093.0,0.0,1.0,0.0
589,122099.0,0.0,1.0,0.0
590,122152.0,0.0,1.0,0.0
591,122214.0,0.0,1.0,0.0
592,122226.0,0.0,1.0,0.0
593,122240.0,0.0,1.0,0.0
594,122245.0,0.0,1.0,0.0
595,122293.0,0.0,1.0,0.0
596,122295.0,0.0,1.0,0.0
597,122298.0,1.0,0.0,0.0
598,122307.0,1.0,0.0,0.0
599,122362.0,0.0,1.0,0.0
600,122445.0,0.0,1.0,0.0
601,122469.0,1.0,0.0,0.0
602,122477.0,0.0,1.0,0.0
603,122608.0,1.0,0.0,0.0
604,122634.0,1.0,0.0,0.0
605,122654.0,0.0,1.0,0.0
606,122672.0,1.0,0.0,0.0
607,122717.0,1.0,0.0,0.0
608,122754.0,1.0,0.0,0.0
609,122804.0,0.0,1.0,0.0
610,122818.0,0.0,1.0,0.0
611,122877.0,1.0,0.0,0.0
612,122960.0,0.0,1.0,0.0
613,122995.0,0.0,1.0,0.0
614,123024.0,0.0,1.0,0.0
615,123036.0,0.0,1.0,0.0
616,123039.0,0.0,1.0,0.0
617,123059.0,1.0,0.0,0.0
618,123067.0,1.0,0.0,0.0
619,123118.0,1.0,0.0,0.0
620,123133.0,0.0,1.0,0.0
621,123141.0,1.0,0.0,0.0
622,123173.0,0.0,1.0,0.0
623,123192.0,1.0,0.0,0.0
624,123203.0,0.0,1.0,0.0
625,123205.0,0.0,1.0,0.0
626,123207.0,0.0,1.0,0.0
627,123243.0,1.0,0.0,0.0
628,123349.0,0.0,1.0,0.0
629,123433.0,1.0,0.0,0.0
630,123470.0,0.0,1.0,0.0
631,123475.0,0.0,1.0,0.0
632,123486.0,0.0,1.0,0.0
633,123540.0,0.0,1.0,0.0
634,123647.0,0.0,1.0,0.0
635,123679.0,1.0,0.0,0.0
636,123695.0,1.0,0.0,0.0
637,123700.0,0.0,1.0,0.0
638,123811.0,1.0,0.0,0.0
639,123858.0,0.0,1.0,0.0
640,123871.0,0.0,1.0,0.0
641,123938.0,0.0,1.0,0.0
642,124050.0,0.0,1.0,0.0
643,124059.0,0.0,1.0,0.0
644,124076.0,1.0,0.0,0.0
645,124175.0,0.0,1.0,0.0
646,124200.0,0.0,1.0,0.0
647,124214.0,0.0,1.0,0.0
648,124265.0,0.0,1.0,0.0
649,124299.0,0.0,1.0,0.0
650,124337.0,0.0,1.0,0.0
651,124342.0,0.0,1.0,0.0
652,124375.0,1.0,0.0,0.0
653,124424.0,0.0,1.0,0.0
654,124425.0,0.0,1.0,0.0
655,124443.0,0.0,1.0,0.0
656,124548.0,0.0,1.0,0.0
657,124641.0,0.0,1.0,0.0
658,124648.0,1.0,0.0,0.0
659,124679.0,0.0,1.0,0.0
660,124694.0,0.0,1.0,0.0
661,124882.0,0.0,1.0,0.0
662,124970.0,0.0,1.0,0.0
663,124977.0,1.0,0.0,0.0
664,124981.0,0.0,1.0,0.0
665,125006.0,1.0,0.0,0.0
666,125119.0,1.0,0.0,0.0
667,125129.0,1.0,0.0,0.0
668,125151.0,1.0,0.0,0.0
669,125199.0,1.0,0.0,0.0
670,125304.0,1.0,0.0,0.0
671,125460.0,0.0,1.0,0.0
672,125507.0,0.0,1.0,0.0
673,125576.0,1.0,0.0,0.0
674,125616.0,0.0,1.0,0.0
675,125678.0,0.0,1.0,0.0
676,125683.0,1.0,0.0,0.0
677,125687.0,0.0,1.0,0.0
678,125719.0,0.0,1.0,0.0
679,125739.0,1.0,0.0,0.0
680,125755.0,0.0,1.0,0.0
681,125756.0,0.0,1.0,0.0
682,125770.0,0.0,1.0,0.0
683,125797.0,0.0,1.0,0.0
684,125798.0,1.0,0.0,0.0
685,125828.0,0.0,1.0,0.0
686,125860.0,0.0,1.0,0.0
687,125861.0,0.0,1.0,0.0
688,125912.0,0.0,1.0,0.0
689,125934.0,0.0,1.0,0.0
690,125948.0,0.0,1.0,0.0
691,125960.0,0.0,1.0,0.0
692,125973.0,0.0,1.0,0.0
693,125975.0,1.0,0.0,0.0
694,125983.0,1.0,0.0,0.0
695,126077.0,0.0,1.0,0.0
696,126085.0,0.0,1.0,0.0
697,126132.0,0.0,1.0,0.0
698,126143.0,0.0,1.0,0.0
699,126202.0,0.0,1.0,0.0
700,126234.0,0.0,1.0,0.0
701,126260.0,0.0,1.0,0.0
702,126265.0,0.0,1.0,0.0
703,126279.0,0.0,1.0,0.0
704,126304.0,0.0,1.0,0.0
705,126321.0,0.0,1.0,0.0
706,126364.0,0.0,1.0,0.0
707,126391.0,1.0,0.0,0.0
708,126406.0,0.0,1.0,0.0
709,126435.0,0.0,1.0,0.0
710,126475.0,1.0,0.0,0.0
711,126486.0,0.0,1.0,0.0
712,126510.0,1.0,0.0,0.0
713,126540.0,1.0,0.0,0.0
714,126581.0,0.0,1.0,0.0
715,126656.0,0.0,1.0,0.0
716,126719.0,1.0,0.0,0.0
717,126764.0,0.0,1.0,0.0
718,126827.0,0.0,1.0,0.0
719,126847.0,1.0,0.0,0.0
720,126961.0,1.0,0.0,0.0
721,127163.0,0.0,1.0,0.0
722,127210.0,0.0,1.0,0.0
723,127231.0,0.0,1.0,0.0
724,127333.0,0.0,1.0,0.0
725,127368.0,0.0,1.0,0.0
726,127380.0,0.0,1.0,0.0
727,127386.0,0.0,1.0,0.0
728,127417.0,0.0,1.0,0.0
729,127441.0,0.0,1.0,0.0
730,127494.0,0.0,1.0,0.0
731,127498.0,0.0,1.0,0.0
732,127552.0,0.0,1.0,0.0
733,127574.0,0.0,1.0,0.0
